date,category,total_demand,n_batches,avg_demand_per_batch,month,year,day_of_week
2013-12-09,FOODS_1,295.0,3822.0,0.0771847200418629,12,2013,Monday
2013-12-10,FOODS_1,317.0,3822.0,0.08294086865515438,12,2013,Tuesday
2013-12-11,FOODS_1,316.0,3822.0,0.08267922553636839,12,2013,Wednesday
2013-12-12,FOODS_1,307.0,3822.0,0.0803244374672946,12,2013,Thursday
2013-12-13,FOODS_1,422.0,3822.0,0.11041339612768185,12,2013,Friday
2013-12-14,FOODS_1,443.0,3888.0,0.113940329218107,12,2013,Saturday
2013-12-15,FOODS_1,342.0,3881.0,0.08812161813965473,12,2013,Sunday
2013-12-16,FOODS_1,306.0,3874.0,0.07898812596799173,12,2013,Monday
2013-12-17,FOODS_1,361.0,3874.0,0.09318533815178111,12,2013,Tuesday
2013-12-18,FOODS_1,436.0,3874.0,0.11254517294785751,12,2013,Wednesday
2013-12-19,FOODS_1,471.0,3797.0,0.12404529892020016,12,2013,Thursday
2013-12-20,FOODS_1,465.0,3797.0,0.12246510402949697,12,2013,Friday
2013-12-21,FOODS_1,625.0,3797.0,0.1646036344482486,12,2013,Saturday
2013-12-22,FOODS_1,571.0,3797.0,0.15038188043191994,12,2013,Sunday
2013-12-23,FOODS_1,535.0,3797.0,0.1409007110877008,12,2013,Monday
2013-12-24,FOODS_1,486.0,3877.0,0.125354655661594,12,2013,Tuesday
2013-12-25,FOODS_1,0.0,3874.0,0.0,12,2013,Wednesday
2013-12-26,FOODS_1,179.0,3874.0,0.046205472379969026,12,2013,Thursday
2013-12-27,FOODS_1,247.0,3874.0,0.06375838926174497,12,2013,Friday
2013-12-28,FOODS_1,303.0,3874.0,0.07821373257614868,12,2013,Saturday
2013-12-29,FOODS_1,344.0,3803.0,0.09045490402313963,12,2013,Sunday
2013-12-30,FOODS_1,303.0,3803.0,0.07967394162503287,12,2013,Monday
2013-12-31,FOODS_1,333.0,3803.0,0.0875624506968183,12,2013,Tuesday
2014-01-01,FOODS_1,191.0,3803.0,0.05022350775703392,1,2014,Wednesday
2014-01-02,FOODS_1,242.0,3803.0,0.06363397317906916,1,2014,Thursday
2014-01-03,FOODS_1,349.0,3880.0,0.08994845360824742,1,2014,Friday
2014-01-04,FOODS_1,312.0,3874.0,0.08053691275167785,1,2014,Saturday
2014-01-05,FOODS_1,269.0,3869.0,0.06952700956319463,1,2014,Sunday
2014-01-06,FOODS_1,230.0,3869.0,0.059446885500129235,1,2014,Monday
2014-01-07,FOODS_1,282.0,3869.0,0.07288705091754975,1,2014,Tuesday
2014-01-08,FOODS_1,277.0,3784.0,0.0732029598308668,1,2014,Wednesday
2014-01-09,FOODS_1,294.0,3784.0,0.0776955602536998,1,2014,Thursday
2014-01-10,FOODS_1,334.0,3784.0,0.08826638477801269,1,2014,Friday
2014-01-11,FOODS_1,311.0,3784.0,0.08218816067653277,1,2014,Saturday
2014-01-12,FOODS_1,321.0,3784.0,0.084830866807611,1,2014,Sunday
2014-01-13,FOODS_1,211.0,3880.0,0.05438144329896907,1,2014,Monday
2014-01-14,FOODS_1,217.0,3880.0,0.055927835051546394,1,2014,Tuesday
2014-01-15,FOODS_1,200.0,3874.0,0.05162622612287042,1,2014,Wednesday
2014-01-16,FOODS_1,198.0,3874.0,0.05110996386164171,1,2014,Thursday
2014-01-17,FOODS_1,342.0,3874.0,0.08828084667010841,1,2014,Friday
2014-01-18,FOODS_1,343.0,3805.0,0.09014454664914585,1,2014,Saturday
2014-01-19,FOODS_1,324.0,3805.0,0.08515111695137977,1,2014,Sunday
2014-01-20,FOODS_1,334.0,3805.0,0.08777923784494086,1,2014,Monday
2014-01-21,FOODS_1,224.0,3805.0,0.058869908015768725,1,2014,Tuesday
2014-01-22,FOODS_1,180.0,3805.0,0.04730617608409987,1,2014,Wednesday
2014-01-23,FOODS_1,229.0,3870.0,0.05917312661498708,1,2014,Thursday
2014-01-24,FOODS_1,316.0,3863.0,0.08180170851669687,1,2014,Friday
2014-01-25,FOODS_1,324.0,3858.0,0.08398133748055987,1,2014,Saturday
2014-01-26,FOODS_1,348.0,3858.0,0.09020217729393468,1,2014,Sunday
2014-01-27,FOODS_1,246.0,3858.0,0.06376360808709176,1,2014,Monday
2014-01-28,FOODS_1,206.0,3777.0,0.05454064072014827,1,2014,Tuesday
2014-01-29,FOODS_1,221.0,3777.0,0.058512046597828965,1,2014,Wednesday
2014-01-30,FOODS_1,226.0,3777.0,0.059835848557055864,1,2014,Thursday
2014-01-31,FOODS_1,354.0,3777.0,0.0937251787132645,1,2014,Friday
2014-02-01,FOODS_1,469.0,3777.0,0.12417262377548319,2,2014,Saturday
2014-02-02,FOODS_1,361.0,3848.0,0.09381496881496881,2,2014,Sunday
2014-02-03,FOODS_1,225.0,3844.0,0.05853277835587929,2,2014,Monday
2014-02-04,FOODS_1,249.0,3840.0,0.06484375,2,2014,Tuesday
2014-02-05,FOODS_1,253.0,3840.0,0.06588541666666667,2,2014,Wednesday
2014-02-06,FOODS_1,293.0,3840.0,0.07630208333333334,2,2014,Thursday
2014-02-07,FOODS_1,376.0,3784.0,0.09936575052854123,2,2014,Friday
2014-02-08,FOODS_1,490.0,3784.0,0.12949260042283298,2,2014,Saturday
2014-02-09,FOODS_1,426.0,3784.0,0.11257928118393234,2,2014,Sunday
2014-02-10,FOODS_1,384.0,3784.0,0.1014799154334038,2,2014,Monday
2014-02-11,FOODS_1,381.0,3784.0,0.10068710359408034,2,2014,Tuesday
2014-02-12,FOODS_1,352.0,3863.0,0.0911208904996117,2,2014,Wednesday
2014-02-13,FOODS_1,566.0,3858.0,0.14670813893208917,2,2014,Thursday
2014-02-14,FOODS_1,530.0,3855.0,0.13748378728923477,2,2014,Friday
2014-02-15,FOODS_1,361.0,3855.0,0.09364461738002594,2,2014,Saturday
2014-02-16,FOODS_1,368.0,3855.0,0.09546044098573281,2,2014,Sunday
2014-02-17,FOODS_1,263.0,3776.0,0.06965042372881355,2,2014,Monday
2014-02-18,FOODS_1,240.0,3776.0,0.0635593220338983,2,2014,Tuesday
2014-02-19,FOODS_1,248.0,3776.0,0.06567796610169492,2,2014,Wednesday
2014-02-20,FOODS_1,231.0,3776.0,0.061175847457627115,2,2014,Thursday
2014-02-21,FOODS_1,364.0,3776.0,0.09639830508474577,2,2014,Friday
2014-02-22,FOODS_1,370.0,3862.0,0.0958052822371828,2,2014,Saturday
2014-02-23,FOODS_1,309.0,3860.0,0.08005181347150259,2,2014,Sunday
2014-02-24,FOODS_1,266.0,3857.0,0.06896551724137931,2,2014,Monday
2014-02-25,FOODS_1,210.0,3857.0,0.0544464609800363,2,2014,Tuesday
2014-02-26,FOODS_1,203.0,3857.0,0.05263157894736842,2,2014,Wednesday
2014-02-27,FOODS_1,223.0,3786.0,0.05890121500264131,2,2014,Thursday
2014-02-28,FOODS_1,286.0,3786.0,0.07554146856840993,2,2014,Friday
2014-03-01,FOODS_1,418.0,3786.0,0.1104067617538299,3,2014,Saturday
2014-03-02,FOODS_1,374.0,3786.0,0.09878499735868991,3,2014,Sunday
2014-03-03,FOODS_1,232.0,3786.0,0.0612783940834654,3,2014,Monday
2014-03-04,FOODS_1,198.0,3872.0,0.05113636363636364,3,2014,Tuesday
2014-03-05,FOODS_1,225.0,3866.0,0.05819968960165546,3,2014,Wednesday
2014-03-06,FOODS_1,261.0,3864.0,0.06754658385093168,3,2014,Thursday
2014-03-07,FOODS_1,334.0,3864.0,0.08643892339544514,3,2014,Friday
2014-03-08,FOODS_1,368.0,3864.0,0.09523809523809523,3,2014,Saturday
2014-03-09,FOODS_1,270.0,3793.0,0.07118375955707883,3,2014,Sunday
2014-03-10,FOODS_1,274.0,3793.0,0.07223833377273926,3,2014,Monday
2014-03-11,FOODS_1,228.0,3793.0,0.06011073029264435,3,2014,Tuesday
2014-03-12,FOODS_1,218.0,3793.0,0.05747429475349328,3,2014,Wednesday
2014-03-13,FOODS_1,200.0,3793.0,0.052728710783021354,3,2014,Thursday
2014-03-14,FOODS_1,285.0,3880.0,0.07345360824742268,3,2014,Friday
2014-03-15,FOODS_1,441.0,3875.0,0.11380645161290323,3,2014,Saturday
2014-03-16,FOODS_1,339.0,3872.0,0.08755165289256199,3,2014,Sunday
2014-03-17,FOODS_1,248.0,3872.0,0.0640495867768595,3,2014,Monday
2014-03-18,FOODS_1,212.0,3872.0,0.05475206611570248,3,2014,Tuesday
2014-03-19,FOODS_1,235.0,3800.0,0.06184210526315789,3,2014,Wednesday
2014-03-20,FOODS_1,291.0,3800.0,0.07657894736842105,3,2014,Thursday
2014-03-21,FOODS_1,312.0,3800.0,0.08210526315789474,3,2014,Friday
2014-03-22,FOODS_1,336.0,3800.0,0.08842105263157894,3,2014,Saturday
2014-03-23,FOODS_1,318.0,3800.0,0.08368421052631579,3,2014,Sunday
2014-03-24,FOODS_1,255.0,3891.0,0.06553585196607556,3,2014,Monday
2014-03-25,FOODS_1,349.0,3887.0,0.08978646771288912,3,2014,Tuesday
2014-03-26,FOODS_1,238.0,3883.0,0.06129281483389132,3,2014,Wednesday
2014-03-27,FOODS_1,270.0,3883.0,0.0695338655678599,3,2014,Thursday
2014-03-28,FOODS_1,350.0,3883.0,0.09013649240278135,3,2014,Friday
2014-03-29,FOODS_1,413.0,3810.0,0.1083989501312336,3,2014,Saturday
2014-03-30,FOODS_1,392.0,3810.0,0.10288713910761155,3,2014,Sunday
2014-03-31,FOODS_1,271.0,3810.0,0.07112860892388452,3,2014,Monday
2014-04-01,FOODS_1,296.0,3810.0,0.07769028871391076,4,2014,Tuesday
2014-04-02,FOODS_1,411.0,3810.0,0.1078740157480315,4,2014,Wednesday
2014-04-03,FOODS_1,361.0,3901.0,0.09254037426300948,4,2014,Thursday
2014-04-04,FOODS_1,348.0,3898.0,0.08927655207798871,4,2014,Friday
2014-04-05,FOODS_1,385.0,3893.0,0.0988954533778577,4,2014,Saturday
2014-04-06,FOODS_1,383.0,3893.0,0.09838171076290779,4,2014,Sunday
2014-04-07,FOODS_1,248.0,3893.0,0.06370408425378885,4,2014,Monday
2014-04-08,FOODS_1,257.0,3811.0,0.0674363684072422,4,2014,Tuesday
2014-04-09,FOODS_1,279.0,3811.0,0.07320913146155865,4,2014,Wednesday
2014-04-10,FOODS_1,346.0,3811.0,0.09078981894515875,4,2014,Thursday
2014-04-11,FOODS_1,301.0,3811.0,0.0789818945158751,4,2014,Friday
2014-04-12,FOODS_1,496.0,3811.0,0.13014956704277092,4,2014,Saturday
2014-04-13,FOODS_1,363.0,3897.0,0.09314857582755966,4,2014,Sunday
2014-04-14,FOODS_1,269.0,3895.0,0.06906290115532734,4,2014,Monday
2014-04-15,FOODS_1,416.0,3890.0,0.10694087403598972,4,2014,Tuesday
2014-04-16,FOODS_1,457.0,3890.0,0.11748071979434448,4,2014,Wednesday
2014-04-17,FOODS_1,435.0,3890.0,0.11182519280205655,4,2014,Thursday
2014-04-18,FOODS_1,554.0,3828.0,0.14472309299895506,4,2014,Friday
2014-04-19,FOODS_1,676.0,3828.0,0.17659352142110762,4,2014,Saturday
2014-04-20,FOODS_1,360.0,3828.0,0.09404388714733543,4,2014,Sunday
2014-04-21,FOODS_1,193.0,3828.0,0.05041797283176593,4,2014,Monday
2014-04-22,FOODS_1,209.0,3828.0,0.05459770114942529,4,2014,Tuesday
2014-04-23,FOODS_1,268.0,3912.0,0.06850715746421268,4,2014,Wednesday
2014-04-24,FOODS_1,255.0,3907.0,0.06526746864601997,4,2014,Thursday
2014-04-25,FOODS_1,296.0,3904.0,0.07581967213114754,4,2014,Friday
2014-04-26,FOODS_1,388.0,3904.0,0.09938524590163934,4,2014,Saturday
2014-04-27,FOODS_1,314.0,3904.0,0.08043032786885246,4,2014,Sunday
2014-04-28,FOODS_1,250.0,3833.0,0.06522306287503261,4,2014,Monday
2014-04-29,FOODS_1,249.0,3833.0,0.06496217062353248,4,2014,Tuesday
2014-04-30,FOODS_1,240.0,3833.0,0.06261414036003131,4,2014,Wednesday
2014-05-01,FOODS_1,278.0,3833.0,0.07252804591703627,5,2014,Thursday
2014-05-02,FOODS_1,296.0,3833.0,0.07722410644403861,5,2014,Friday
2014-05-03,FOODS_1,368.0,3914.0,0.09402146142054164,5,2014,Saturday
2014-05-04,FOODS_1,387.0,3914.0,0.09887583035258048,5,2014,Sunday
2014-05-05,FOODS_1,206.0,3910.0,0.052685421994884914,5,2014,Monday
2014-05-06,FOODS_1,248.0,3910.0,0.06342710997442455,5,2014,Tuesday
2014-05-07,FOODS_1,273.0,3910.0,0.06982097186700767,5,2014,Wednesday
2014-05-08,FOODS_1,249.0,3818.0,0.06521739130434782,5,2014,Thursday
2014-05-09,FOODS_1,332.0,3818.0,0.08695652173913043,5,2014,Friday
2014-05-10,FOODS_1,370.0,3818.0,0.09690937663698271,5,2014,Saturday
2014-05-11,FOODS_1,253.0,3818.0,0.06626506024096386,5,2014,Sunday
2014-05-12,FOODS_1,202.0,3818.0,0.05290728129910948,5,2014,Monday
2014-05-13,FOODS_1,272.0,3896.0,0.06981519507186858,5,2014,Tuesday
2014-05-14,FOODS_1,228.0,3893.0,0.05856665810428975,5,2014,Wednesday
2014-05-15,FOODS_1,245.0,3890.0,0.06298200514138817,5,2014,Thursday
2014-05-16,FOODS_1,303.0,3890.0,0.07789203084832905,5,2014,Friday
2014-05-17,FOODS_1,337.0,3890.0,0.08663239074550129,5,2014,Saturday
2014-05-18,FOODS_1,347.0,3825.0,0.09071895424836601,5,2014,Sunday
2014-05-19,FOODS_1,308.0,3825.0,0.08052287581699347,5,2014,Monday
2014-05-20,FOODS_1,252.0,3825.0,0.06588235294117648,5,2014,Tuesday
2014-05-21,FOODS_1,294.0,3825.0,0.07686274509803921,5,2014,Wednesday
2014-05-22,FOODS_1,281.0,3825.0,0.0734640522875817,5,2014,Thursday
2014-05-23,FOODS_1,321.0,3888.0,0.08256172839506173,5,2014,Friday
2014-05-24,FOODS_1,343.0,3883.0,0.08833376255472573,5,2014,Saturday
2014-05-25,FOODS_1,379.0,3877.0,0.09775599690482331,5,2014,Sunday
2014-05-26,FOODS_1,250.0,3877.0,0.06448284756254836,5,2014,Monday
2014-05-27,FOODS_1,207.0,3877.0,0.05339179778179005,5,2014,Tuesday
2014-05-28,FOODS_1,197.0,3810.0,0.05170603674540682,5,2014,Wednesday
2014-05-29,FOODS_1,280.0,3810.0,0.07349081364829396,5,2014,Thursday
2014-05-30,FOODS_1,326.0,3810.0,0.08556430446194226,5,2014,Friday
2014-05-31,FOODS_1,461.0,3810.0,0.120997375328084,5,2014,Saturday
2014-06-01,FOODS_1,498.0,3810.0,0.13070866141732285,6,2014,Sunday
2014-06-02,FOODS_1,298.0,3898.0,0.07644946126218574,6,2014,Monday
2014-06-03,FOODS_1,281.0,3896.0,0.07212525667351129,6,2014,Tuesday
2014-06-04,FOODS_1,342.0,3894.0,0.08782742681047766,6,2014,Wednesday
2014-06-05,FOODS_1,278.0,3894.0,0.07139188495120699,6,2014,Thursday
2014-06-06,FOODS_1,356.0,3894.0,0.09142270159219312,6,2014,Friday
2014-06-07,FOODS_1,456.0,3820.0,0.1193717277486911,6,2014,Saturday
2014-06-08,FOODS_1,405.0,3820.0,0.10602094240837696,6,2014,Sunday
2014-06-09,FOODS_1,391.0,3820.0,0.10235602094240838,6,2014,Monday
2014-06-10,FOODS_1,304.0,3820.0,0.07958115183246073,6,2014,Tuesday
2014-06-11,FOODS_1,340.0,3820.0,0.08900523560209424,6,2014,Wednesday
2014-06-12,FOODS_1,413.0,3893.0,0.10608784998715644,6,2014,Thursday
2014-06-13,FOODS_1,427.0,3890.0,0.10976863753213367,6,2014,Friday
2014-06-14,FOODS_1,452.0,3886.0,0.11631497683993824,6,2014,Saturday
2014-06-15,FOODS_1,364.0,3886.0,0.09366958311888832,6,2014,Sunday
2014-06-16,FOODS_1,304.0,3886.0,0.0782295419454452,6,2014,Monday
2014-06-17,FOODS_1,224.0,3808.0,0.058823529411764705,6,2014,Tuesday
2014-06-18,FOODS_1,322.0,3808.0,0.08455882352941177,6,2014,Wednesday
2014-06-19,FOODS_1,244.0,3808.0,0.06407563025210083,6,2014,Thursday
2014-06-20,FOODS_1,382.0,3808.0,0.10031512605042017,6,2014,Friday
2014-06-21,FOODS_1,328.0,3808.0,0.0861344537815126,6,2014,Saturday
2014-06-22,FOODS_1,315.0,3880.0,0.08118556701030928,6,2014,Sunday
2014-06-23,FOODS_1,405.0,3876.0,0.1044891640866873,6,2014,Monday
2014-06-24,FOODS_1,316.0,3872.0,0.08161157024793389,6,2014,Tuesday
2014-06-25,FOODS_1,261.0,3872.0,0.06740702479338843,6,2014,Wednesday
2014-06-26,FOODS_1,267.0,3872.0,0.06895661157024793,6,2014,Thursday
2014-06-27,FOODS_1,307.0,3794.0,0.080917237743806,6,2014,Friday
2014-06-28,FOODS_1,350.0,3794.0,0.09225092250922509,6,2014,Saturday
2014-06-29,FOODS_1,307.0,3794.0,0.080917237743806,6,2014,Sunday
2014-06-30,FOODS_1,264.0,3794.0,0.06958355297838692,6,2014,Monday
2014-07-01,FOODS_1,292.0,3794.0,0.07696362677912494,7,2014,Tuesday
2014-07-02,FOODS_1,360.0,3897.0,0.09237875288683603,7,2014,Wednesday
2014-07-03,FOODS_1,507.0,3895.0,0.1301668806161746,7,2014,Thursday
2014-07-04,FOODS_1,342.0,3889.0,0.08794034456158395,7,2014,Friday
2014-07-05,FOODS_1,371.0,3889.0,0.09539727436358961,7,2014,Saturday
2014-07-06,FOODS_1,323.0,3889.0,0.08305476986371818,7,2014,Sunday
2014-07-07,FOODS_1,255.0,3812.0,0.06689401888772298,7,2014,Monday
2014-07-08,FOODS_1,305.0,3812.0,0.08001049317943337,7,2014,Tuesday
2014-07-09,FOODS_1,292.0,3812.0,0.07660020986358866,7,2014,Wednesday
2014-07-10,FOODS_1,329.0,3812.0,0.08630640083945436,7,2014,Thursday
2014-07-11,FOODS_1,390.0,3812.0,0.10230849947534103,7,2014,Friday
2014-07-12,FOODS_1,425.0,3897.0,0.10905824993584809,7,2014,Saturday
2014-07-13,FOODS_1,347.0,3895.0,0.08908857509627728,7,2014,Sunday
2014-07-14,FOODS_1,313.0,3891.0,0.0804420457465947,7,2014,Monday
2014-07-15,FOODS_1,273.0,3891.0,0.07016191210485737,7,2014,Tuesday
2014-07-16,FOODS_1,302.0,3891.0,0.07761500899511693,7,2014,Wednesday
2014-07-17,FOODS_1,362.0,3812.0,0.09496327387198321,7,2014,Thursday
2014-07-18,FOODS_1,369.0,3812.0,0.09679958027282266,7,2014,Friday
2014-07-19,FOODS_1,446.0,3812.0,0.11699895068205667,7,2014,Saturday
2014-07-20,FOODS_1,359.0,3812.0,0.09417628541448059,7,2014,Sunday
2014-07-21,FOODS_1,326.0,3812.0,0.08551941238195174,7,2014,Monday
2014-07-22,FOODS_1,303.0,3883.0,0.078032449137265,7,2014,Tuesday
2014-07-23,FOODS_1,335.0,3880.0,0.08634020618556701,7,2014,Wednesday
2014-07-24,FOODS_1,371.0,3876.0,0.0957172342621259,7,2014,Thursday
2014-07-25,FOODS_1,325.0,3876.0,0.08384932920536636,7,2014,Friday
2014-07-26,FOODS_1,360.0,3876.0,0.09287925696594428,7,2014,Saturday
2014-07-27,FOODS_1,387.0,3801.0,0.10181531176006314,7,2014,Sunday
2014-07-28,FOODS_1,274.0,3801.0,0.07208629308076822,7,2014,Monday
2014-07-29,FOODS_1,304.0,3801.0,0.0799789529071297,7,2014,Tuesday
2014-07-30,FOODS_1,277.0,3801.0,0.07287555906340437,7,2014,Wednesday
2014-07-31,FOODS_1,310.0,3801.0,0.081557484872402,7,2014,Thursday
2014-08-01,FOODS_1,396.0,3889.0,0.10182566212393931,8,2014,Friday
2014-08-02,FOODS_1,394.0,3885.0,0.10141570141570141,8,2014,Saturday
2014-08-03,FOODS_1,436.0,3883.0,0.11228431625032191,8,2014,Sunday
2014-08-04,FOODS_1,349.0,3883.0,0.08987895956734483,8,2014,Monday
2014-08-05,FOODS_1,342.0,3883.0,0.0880762297192892,8,2014,Tuesday
2014-08-06,FOODS_1,314.0,3810.0,0.08241469816272966,8,2014,Wednesday
2014-08-07,FOODS_1,303.0,3810.0,0.07952755905511812,8,2014,Thursday
2014-08-08,FOODS_1,397.0,3810.0,0.1041994750656168,8,2014,Friday
2014-08-09,FOODS_1,475.0,3810.0,0.12467191601049869,8,2014,Saturday
2014-08-10,FOODS_1,557.0,3810.0,0.14619422572178478,8,2014,Sunday
2014-08-11,FOODS_1,348.0,3910.0,0.08900255754475703,8,2014,Monday
2014-08-12,FOODS_1,314.0,3908.0,0.08034800409416581,8,2014,Tuesday
2014-08-13,FOODS_1,284.0,3905.0,0.07272727272727272,8,2014,Wednesday
2014-08-14,FOODS_1,340.0,3905.0,0.08706786171574904,8,2014,Thursday
2014-08-15,FOODS_1,289.0,3905.0,0.07400768245838668,8,2014,Friday
2014-08-16,FOODS_1,413.0,3822.0,0.10805860805860806,8,2014,Saturday
2014-08-17,FOODS_1,461.0,3822.0,0.1206174777603349,8,2014,Sunday
2014-08-18,FOODS_1,332.0,3822.0,0.08686551543694401,8,2014,Monday
2014-08-19,FOODS_1,310.0,3822.0,0.08110936682365254,8,2014,Tuesday
2014-08-20,FOODS_1,288.0,3822.0,0.07535321821036106,8,2014,Wednesday
2014-08-21,FOODS_1,316.0,3913.0,0.0807564528494761,8,2014,Thursday
2014-08-22,FOODS_1,335.0,3912.0,0.08563394683026584,8,2014,Friday
2014-08-23,FOODS_1,458.0,3905.0,0.11728553137003841,8,2014,Saturday
2014-08-24,FOODS_1,459.0,3905.0,0.1175416133162612,8,2014,Sunday
2014-08-25,FOODS_1,352.0,3905.0,0.09014084507042254,8,2014,Monday
2014-08-26,FOODS_1,335.0,3832.0,0.08742171189979123,8,2014,Tuesday
2014-08-27,FOODS_1,280.0,3832.0,0.07306889352818371,8,2014,Wednesday
2014-08-28,FOODS_1,285.0,3832.0,0.07437369519832986,8,2014,Thursday
2014-08-29,FOODS_1,350.0,3832.0,0.09133611691022965,8,2014,Friday
2014-08-30,FOODS_1,445.0,3832.0,0.11612734864300626,8,2014,Saturday
2014-08-31,FOODS_1,387.0,3916.0,0.0988253319713994,8,2014,Sunday
2014-09-01,FOODS_1,346.0,3913.0,0.08842320470227447,9,2014,Monday
2014-09-02,FOODS_1,280.0,3910.0,0.07161125319693094,9,2014,Tuesday
2014-09-03,FOODS_1,293.0,3910.0,0.07493606138107417,9,2014,Wednesday
2014-09-04,FOODS_1,293.0,3910.0,0.07493606138107417,9,2014,Thursday
2014-09-05,FOODS_1,423.0,3842.0,0.11009890681936492,9,2014,Friday
2014-09-06,FOODS_1,466.0,3842.0,0.12129099427381572,9,2014,Saturday
2014-09-07,FOODS_1,376.0,3842.0,0.09786569495054659,9,2014,Sunday
2014-09-08,FOODS_1,268.0,3842.0,0.06975533576262363,9,2014,Monday
2014-09-09,FOODS_1,273.0,3842.0,0.07105674128058304,9,2014,Tuesday
2014-09-10,FOODS_1,286.0,3910.0,0.0731457800511509,9,2014,Wednesday
2014-09-11,FOODS_1,307.0,3900.0,0.07871794871794872,9,2014,Thursday
2014-09-12,FOODS_1,346.0,3894.0,0.08885464817668208,9,2014,Friday
2014-09-13,FOODS_1,396.0,3894.0,0.1016949152542373,9,2014,Saturday
2014-09-14,FOODS_1,406.0,3894.0,0.10426296866974834,9,2014,Sunday
2014-09-15,FOODS_1,273.0,3818.0,0.071503404924044,9,2014,Monday
2014-09-16,FOODS_1,274.0,3818.0,0.071765322158198,9,2014,Tuesday
2014-09-17,FOODS_1,303.0,3818.0,0.07936092194866422,9,2014,Wednesday
2014-09-18,FOODS_1,263.0,3818.0,0.06888423258250392,9,2014,Thursday
2014-09-19,FOODS_1,347.0,3818.0,0.09088528025144055,9,2014,Friday
2014-09-20,FOODS_1,415.0,3898.0,0.1064648537711647,9,2014,Saturday
2014-09-21,FOODS_1,347.0,3893.0,0.0891343436938094,9,2014,Sunday
2014-09-22,FOODS_1,288.0,3887.0,0.07409313094931824,9,2014,Monday
2014-09-23,FOODS_1,290.0,3887.0,0.07460766658091073,9,2014,Tuesday
2014-09-24,FOODS_1,265.0,3887.0,0.06817597118600463,9,2014,Wednesday
2014-09-25,FOODS_1,311.0,3805.0,0.08173455978975033,9,2014,Thursday
2014-09-26,FOODS_1,321.0,3805.0,0.08436268068331143,9,2014,Friday
2014-09-27,FOODS_1,375.0,3805.0,0.09855453350854139,9,2014,Saturday
2014-09-28,FOODS_1,359.0,3805.0,0.09434954007884362,9,2014,Sunday
2014-09-29,FOODS_1,241.0,3805.0,0.0633377135348226,9,2014,Monday
2014-09-30,FOODS_1,283.0,3904.0,0.07248975409836066,9,2014,Tuesday
2014-10-01,FOODS_1,318.0,3897.0,0.08160123171670516,10,2014,Wednesday
2014-10-02,FOODS_1,305.0,3889.0,0.07842633067626639,10,2014,Thursday
2014-10-03,FOODS_1,351.0,3889.0,0.09025456415530984,10,2014,Friday
2014-10-04,FOODS_1,414.0,3889.0,0.1064541013113911,10,2014,Saturday
2014-10-05,FOODS_1,392.0,3814.0,0.10277923439958049,10,2014,Sunday
2014-10-06,FOODS_1,294.0,3814.0,0.07708442579968537,10,2014,Monday
2014-10-07,FOODS_1,304.0,3814.0,0.07970634504457262,10,2014,Tuesday
2014-10-08,FOODS_1,288.0,3814.0,0.07551127425275302,10,2014,Wednesday
2014-10-09,FOODS_1,311.0,3814.0,0.08154168851599371,10,2014,Thursday
2014-10-10,FOODS_1,302.0,3879.0,0.07785511729827276,10,2014,Friday
2014-10-11,FOODS_1,411.0,3876.0,0.10603715170278638,10,2014,Saturday
2014-10-12,FOODS_1,368.0,3873.0,0.09501678285566745,10,2014,Sunday
2014-10-13,FOODS_1,322.0,3873.0,0.08313968499870901,10,2014,Monday
2014-10-14,FOODS_1,239.0,3873.0,0.06170926930028402,10,2014,Tuesday
2014-10-15,FOODS_1,270.0,3784.0,0.07135306553911205,10,2014,Wednesday
2014-10-16,FOODS_1,245.0,3784.0,0.06474630021141649,10,2014,Thursday
2014-10-17,FOODS_1,405.0,3784.0,0.10702959830866808,10,2014,Friday
2014-10-18,FOODS_1,461.0,3784.0,0.12182875264270614,10,2014,Saturday
2014-10-19,FOODS_1,356.0,3784.0,0.09408033826638477,10,2014,Sunday
2014-10-20,FOODS_1,262.0,3884.0,0.0674562306900103,10,2014,Monday
2014-10-21,FOODS_1,227.0,3882.0,0.058475012879958786,10,2014,Tuesday
2014-10-22,FOODS_1,253.0,3874.0,0.06530717604543108,10,2014,Wednesday
2014-10-23,FOODS_1,296.0,3874.0,0.07640681466184822,10,2014,Thursday
2014-10-24,FOODS_1,325.0,3874.0,0.08389261744966443,10,2014,Friday
2014-10-25,FOODS_1,380.0,3791.0,0.10023740437879188,10,2014,Saturday
2014-10-26,FOODS_1,436.0,3791.0,0.11500923239250857,10,2014,Sunday
2014-10-27,FOODS_1,346.0,3791.0,0.09126879451332102,10,2014,Monday
2014-10-28,FOODS_1,355.0,3791.0,0.09364283830123978,10,2014,Tuesday
2014-10-29,FOODS_1,334.0,3791.0,0.08810340279609602,10,2014,Wednesday
2014-10-30,FOODS_1,379.0,3890.0,0.0974293059125964,10,2014,Thursday
2014-10-31,FOODS_1,501.0,3885.0,0.12895752895752896,10,2014,Friday
2014-11-01,FOODS_1,364.0,3882.0,0.09376609994848016,11,2014,Saturday
2014-11-02,FOODS_1,297.0,3882.0,0.07650695517774343,11,2014,Sunday
2014-11-03,FOODS_1,258.0,3882.0,0.06646058732612056,11,2014,Monday
2014-11-04,FOODS_1,228.0,3813.0,0.05979543666404406,11,2014,Tuesday
2014-11-05,FOODS_1,158.0,3813.0,0.04143718856543404,11,2014,Wednesday
